StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q1_1,Q1_2,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,Q11_8,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q18_4_TEXT,Q19,Q20,Q21,Q22,Q23_1,Q23_2,Q23_3,Q23_4,Q23_5,Q23_6,Q23_7,Q24_1,Q24_2,Q24_3,Q24_4,Q25_1,Q25_2,Q25_3,Q25_4,Q25_5,Q26_1,Q26_2,Q26_3,Q27_1,Q27_2,Q27_3,Q27_4,Q27_5,Q27_6,Q27_7,Q27_8,Q28_1,Q28_2,Q28_3,Q29_1,Q29_2,Q29_3,Q29_4,Q29_5,Q29_6,Q30_1,Q30_2,Q30_3,Q30_4,Q30_5,Q30_6,Q30_6_TEXT,Q31,Q32,Q32_4_TEXT,Q33,Q34,Q35,Q36,Q37,Q38,Q39,Q39_7_TEXT,Q40,Q40_8_TEXT,Q41,Q41_4_TEXT,ResponseType
12/26/21 16:23,12/26/21 16:34,100,622,TRUE,12/26/21 16:34,R_2b2Ep6FDyvkNKtS,,,anonymous,EN,I have read the above consent statement and AGREE to participate in this study,Yes,Yes,,,Strongly supportive,Seashellfood,,,,,Basic understanding,8,5,1,7,4,2,3,6,Very Positive,Very Positive,Yes,15+ days,Yes,Unsure,"Fish,Shellfish,Seaweed",,Yes,4-Jan,No,No preference,Don't know,Don't know,Strongly Disagree,Don't know,Strongly Agree,Don't know,Don't know,Don't know,Neutral,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Don't know,Don't know,Don't know,Don't know,Don't know,Neutral,Agree,Agree,Neutral,Neutral,Neutral,Agree,Don't know,,,,3,4,1,5,6,2,1,4,3,2,5,6,O,1989,Man,,White/Caucasian,High School or equivalent GED,< $25K,2,93436,Something else,other,Beach bum,Other,I care about the beach and the sealife,,,1
12/26/21 16:35,12/26/21 16:45,100,620,TRUE,12/26/21 16:45,R_ykYlSTOJyi41Vrb,,,anonymous,EN,I have read the above consent statement and AGREE to participate in this study,Yes,Yes,,,,,Strongly supportive,Natural,,,Basic understanding,1,4,7,2,5,6,3,8,Very Positive,Very Positive,Yes,15+ days,Yes,No,Shellfish,,Yes,4-Jan,No,No preference,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Don't know,Neutral,Agree,Don't know,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Don't know,Agree,Don't know,Strongly Agree,Disagree,Neutral,Neutral,Don't know,Disagree,Don't know,Disagree,Disagree,Agree,Agree,Agree,3,4,5,1,2,6,1,5,2,3,4,6,,1969,Man,,Hispanic or Latinx,Some college coursework completed,< $25K,1,93005,Republican,other,,None,,,,1
12/26/21 17:20,12/26/21 17:23,100,187,TRUE,12/26/21 17:23,R_3HtMxn07cyvpguO,,,preview,EN,I have read the above consent statement and AGREE to participate in this study,Yes,Yes,,,Strongly supportive,,,,,,Basic understanding,,,,,,,,,Neutral,Positive,Yes,1-5 days,Yes,Yes,"Fish,Shellfish,Seaweed",,Yes,8-Apr,No,No preference,Neutral,Agree,Neutral,Neutral,Agree,Agree,Neutral,Disagree,Strongly Agree,Agree,Disagree,Agree,Neutral,Neutral,Agree,Agree,Strongly Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Neutral,Strongly Disagree,,Neutral,Neutral,Strongly Agree,,,,,,,,,,,,,,2003,Woman,,White/Caucasian,High School or equivalent GED,$100K - $125K,4,,Indpendent,non-profit,,None,,,,0
12/26/21 17:26,12/26/21 17:31,100,273,TRUE,12/26/21 17:31,R_p3j3MWeZ8qfNvu9,,,anonymous,EN,I have read the above consent statement and AGREE to participate in this study,Yes,Yes,,,,,Neither opposed nor in support,,,,"Heard of it, but don't know details",,,,,,,,,Neutral,Neutral,Yes,1-5 days,No,No,,,Yes,4-Jan,Yes,No preference,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Agree,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,5,6,1,2,3,4,1,4,5,2,3,6,,1975,Man,,White/Caucasian,Bachelor's degree,> $150K,4,91362,Democrat,other,,None,,,,2
12/26/21 17:35,12/26/21 17:38,100,140,TRUE,12/26/21 17:38,R_1qUougkGHR8fbbo,,,preview,EN,I have read the above consent statement and AGREE to participate in this study,Yes,Yes,,,,,,,Somewhat opposed,,"Heard of it, but don't know details",,,,,,,,,Negative,Negative,Yes,5-10 days,Unsure,No,,,No,,,,Strongly Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Strongly Disagree,Disagree,Agree,Neutral,Agree,Disagree,Agree,Agree,Strongly Disagree,Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Disagree,Neutral,Agree,,,,,,,,,,,,,,2002,Woman,,White/Caucasian,High School or equivalent GED,$125K - $150K,4,93450,Something else,education,,"Other,None",,,,0
12/26/21 17:39,12/26/21 17:54,100,917,TRUE,12/26/21 17:54,R_3QJEOCXRf8VWmWd,,,preview,EN,I have read the above consent statement and AGREE to participate in this study,Yes,Yes,,,,,,,Neither opposed nor in support,Marine,Never heard of it,5,3,6,4,2,8,7,1,Negative,Neutral,Yes,1-5 days,No,No,,,Yes,4-Jan,No,Wild caught,Agree,Neutral,Agree,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Neutral,Neutral,5,6,2,1,3,4,,,,,,,,1994,Man,,"Asian American or Asian,Black or African American",Some college coursework completed,Prefer not to state,4,93455,Democrat,service industry,,Employee,,,,2
12/26/21 17:50,12/26/21 17:57,100,446,TRUE,12/26/21 17:57,R_3NvQqWx3WXC4aDw,,,anonymous,EN,I have read the above consent statement and AGREE to participate in this study,Yes,Yes,,,,,Neither opposed nor in support,Growth,,,"Heard of it, but don't know details",2,3,6,4,8,1,5,7,Positive,Positive,Yes,1-5 days,No,No,,,Yes,4-Jan,No,Farmed,Don't know,Neutral,Agree,Agree,Neutral,Neutral,Agree,Agree,Strongly Agree,Agree,Neutral,Agree,Strongly Agree,Agree,Neutral,Agree,Neutral,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Strongly Agree,Agree,1,3,4,6,2,5,3,2,4,1,5,6,,1986,Man,,Hispanic or Latinx,Master's degree,$50K - $75K,1,93065,Democrat,service industry,,"Employee,None",,,,1
12/26/21 18:03,12/26/21 18:10,100,454,TRUE,12/26/21 18:10,R_3nfkGS3iQt7x7Dz,,,preview,EN,I have read the above consent statement and AGREE to participate in this study,Yes,Yes,Neither opposed nor in support,Health,,,,,,,Never heard of it,7,3,4,5,2,6,8,1,Unsure/Not familiar,Positive,Yes,15+ days,No,No,,,Yes,4-Jan,No,No preference,,,,,,,,Don't know,Don't know,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,,,,,Don't know,Don't know,Don't know,2,3,1,4,5,6,3,4,5,1,2,6,,1959,Man,,White/Caucasian,Some college coursework completed,$25K - $50K,5,93033,Something else,other,,Other,,,,2
12/26/21 18:18,12/26/21 18:22,100,208,TRUE,12/26/21 18:22,R_21ai4ipi5Gi2VID,,,preview,EN,I have read the above consent statement and AGREE to participate in this study,Yes,Yes,,,,,,,Neither opposed nor in support,Ocean,"Heard of it, but don't know details",3,1,8,2,7,6,4,5,Neutral,Neutral,Yes,15+ days,No,No,,,Yes,4-Jan,No,Wild caught,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Agree,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Strongly Agree,Don't know,Don't know,Don't know,Don't know,Don't know,Agree,Don't know,Don't know,3,1,4,5,2,6,4,2,3,1,5,6,,1975,Man,,Pacific Islander,High School or equivalent GED,$50K - $75K,5,93035,Republican,service industry,,Employee,,,,0
12/26/21 18:31,12/26/21 18:38,100,381,TRUE,12/26/21 18:38,R_1DCQM7O4k4QR6Mc,,,preview,EN,I have read the above consent statement and AGREE to participate in this study,Yes,Yes,Somewhat supportive,Sushi,,,,,,,Basic understanding,3,2,1,5,7,6,4,8,Very Positive,Very Positive,Yes,1-5 days,Yes,No,"Fish,Shellfish",,Yes,4-Jan,Yes,No preference,Disagree,Neutral,Neutral,Disagree,Neutral,Agree,Neutral,Neutral,Neutral,Agree,Strongly Agree,Agree,Neutral,Agree,Neutral,Agree,Disagree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Agree,Disagree,Disagree,Disagree,Neutral,Disagree,Agree,Agree,Agree,3,1,2,5,6,4,2,5,4,1,3,6,,1958,Woman,,White/Caucasian,Some college coursework completed,$50K - $75K,1,93041,Democrat,other,Retired law enforcement corrections,None,,,,1
12/26/21 18:48,12/26/21 19:09,100,1229,TRUE,12/26/21 19:09,R_3HuHZaF5MMBmKB6,,,anonymous,EN,I have read the above consent statement and AGREE to participate in this study,Yes,Yes,,,,,Strongly supportive,eating ,,,Basic understanding,3,2,7,5,1,6,8,4,Positive,Positive,Yes,1-5 days,Unsure,Unsure,,,Yes,8-Apr,No,No preference,Neutral,Don't know,Strongly Agree,Agree,Agree,Don't know,Neutral,Don't know,Disagree,Agree,Agree,Agree,Don't know,Agree,Don't know,Disagree,Neutral,Don't know,Neutral,Neutral,Strongly Agree,,Disagree,Neutral,Don't know,Agree,Neutral,Agree,Agree,Agree,6,3,2,4,5,1,3,2,4,1,5,6,,1948,Woman,,White/Caucasian,High School or equivalent GED,$50K - $75K,3,93065,Democrat,other,retired,None,,,,1
12/26/21 18:53,12/26/21 19:14,100,1256,TRUE,12/26/21 19:14,R_3j86z9KMQ65yLkz,,,preview,EN,I have read the above consent statement and AGREE to participate in this study,Yes,Yes,,,,,Somewhat supportive,kelp,,,Basic understanding,6,4,2,7,5,3,1,8,Neutral,Positive,Yes,1-5 days,Yes,No,"Fish,Shellfish,Seaweed",,Yes,4-Jan,No,No preference,Disagree,Agree,Neutral,Don't know,Agree,Neutral,Neutral,Neutral,Don't know,Agree,Strongly Agree,Agree,Agree,Don't know,Neutral,Neutral,Disagree,Don't know,Agree,Neutral,Strongly Agree,Strongly Agree,Neutral,Agree,Agree,Agree,Disagree,Strongly Agree,Agree,Neutral,5,6,2,3,4,1,2,3,4,1,5,6,,1971,Woman,,White/Caucasian,High School or equivalent GED,$25K - $50K,5,93065,Democrat,other,assistance,Employee,,,,1
12/26/21 19:00,12/26/21 19:10,100,621,TRUE,12/26/21 19:10,R_2atrZveEIYvaTBQ,,,preview,EN,I have read the above consent statement and AGREE to participate in this study,Yes,Yes,Somewhat supportive,Kelp,,,,,,,Basic understanding,1,2,3,4,5,6,7,8,Very Positive,Very Positive,Yes,1-5 days,No,No,,,Yes,12-Aug,No,No preference,Don't know,Don't know,Don't know,Disagree,Agree,Don't know,Neutral,Neutral,Neutral,Agree,Agree,Agree,Neutral,Agree,Don't know,Don't know,Neutral,Agree,Don't know,Don't know,Neutral,Agree,Don't know,Don't know,Agree,Strongly Agree,Agree,Agree,Agree,Agree,5,6,2,3,4,1,1,5,2,3,4,6,,1992,Woman,,White/Caucasian,Some college coursework completed,$25K - $50K,2,93455,Something else,healthcare,,Customer,,,,1
12/26/21 19:05,12/26/21 19:14,100,502,TRUE,12/26/21 19:14,R_2y8lg8FN5kGcYwo,,,anonymous,EN,I have read the above consent statement and AGREE to participate in this study,Yes,Yes,,,Neither opposed nor in support,Fish,,,,,"Heard of it, but don't know details",1,3,7,6,5,8,4,2,Neutral,Positive,Yes,5-10 days,No,Unsure,,,Yes,12+,No,Wild caught,Agree,Agree,Agree,Strongly Agree,Neutral,Disagree,Neutral,Neutral,Neutral,Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Don't know,Agree,Neutral,Agree,Agree,6,4,2,3,5,1,4,1,2,3,5,6,,1986,Man,,White/Caucasian,Bachelor's degree,$75K - $100K,1,91362,Indpendent,other,Private sector ,Employee,,,,1
12/26/21 19:10,12/26/21 19:16,100,375,TRUE,12/26/21 19:16,R_1OrzkiflBRZwtno,,,preview,EN,I have read the above consent statement and AGREE to participate in this study,Yes,Yes,,,,,,,Neither opposed nor in support,Seaweed,Never heard of it,5,1,6,3,7,8,2,4,Neutral,Neutral,Yes,1-5 days,No,No,,,Yes,4-Jan,No,No preference,Neutral,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Agree,Don't know,Don't know,Agree,Strongly Agree,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3,4,1,5,6,2,2,3,4,5,1,6,,1998,Woman,,Hispanic or Latinx,High School or equivalent GED,$25K - $50K,2,92058,Republican,other,,Employee,,,,1
12/26/21 19:16,12/26/21 19:23,100,427,TRUE,12/26/21 19:23,R_voUaBz5L7O2ZAQh,,,preview,EN,I have read the above consent statement and AGREE to participate in this study,Yes,Yes,,,,,Somewhat supportive,,,,Basic understanding,3,1,2,7,4,6,8,5,Positive,Positive,No,,Yes,No,"Shellfish,Seaweed",,Yes,8-Apr,No,No preference,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Disagree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Disagree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Agree,4,5,1,2,6,3,5,2,6,1,4,3,,1965,Man,,White/Caucasian,Bachelor's degree,Prefer not to state,2,93105,Democrat,service industry,,Customer,,,,1
12/26/21 19:29,12/26/21 19:34,100,295,TRUE,12/26/21 19:34,R_2wz8WYCq9gIQJ0Q,,,anonymous,EN,I have read the above consent statement and AGREE to participate in this study,Yes,Yes,,,Neither opposed nor in support,,,,,,"Heard of it, but don't know details",4,7,8,2,3,5,1,6,Negative,Positive,Yes,1-5 days,No,Unsure,,,No,,,,Neutral,Agree,Neutral,Disagree,Agree,Neutral,Neutral,Disagree,Disagree,Agree,Agree,Agree,Neutral,Agree,Disagree,Disagree,Neutral,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Disagree,Disagree,Neutral,Neutral,Agree,Agree,5,6,1,3,4,2,2,5,4,1,3,6,,1982,Woman,,White/Caucasian,Master's degree,$125K - $150K,2,91360,Democrat,non-profit,,Employee,,,,1
12/26/21 19:29,12/26/21 19:35,100,373,TRUE,12/26/21 19:35,R_3PT9r5DTOrX9w4a,,,anonymous,EN,I have read the above consent statement and AGREE to participate in this study,Yes,Yes,,,,,,,Neither opposed nor in support,,"Heard of it, but don't know details",8,5,4,6,3,2,1,7,Neutral,Neutral,Yes,1-5 days,Yes,Unsure,Shellfish,,Yes,12-Aug,Yes,Farmed,Don't know,Don't know,Don't know,Disagree,Agree,Don't know,Don't know,Don't know,Agree,Agree,Agree,Agree,Don't know,Agree,Don't know,Disagree,Disagree,Don't know,Agree,Agree,Agree,Agree,Disagree,Disagree,Don't know,Don't know,Don't know,Agree,Agree,Don't know,5,6,2,1,3,4,1,5,6,3,2,4,Email,1991,Woman,,White/Caucasian,Bachelor's degree,$75K - $100K,2,93105,Republican,other,Social media,None,,,,1
12/26/21 19:40,12/26/21 19:54,100,815,TRUE,12/26/21 19:54,R_eRjRjmXoMwRzrnX,,,preview,EN,I have read the above consent statement and AGREE to participate in this study,Yes,Yes,Strongly supportive,Kelp,,,,,,,Never heard of it,5,6,1,3,8,7,2,4,Very Positive,Very Positive,Yes,1-5 days,No,No,,,Yes,4-Jan,No,Farmed,Strongly Disagree,Don't know,Disagree,Strongly Disagree,Strongly Agree,Don't know,Don't know,Disagree,Don't know,Agree,Agree,Agree,Don't know,Agree,Don't know,Disagree,Disagree,Don't know,Agree,Don't know,Agree,Agree,Don't know,Don't know,Neutral,Don't know,Don't know,Agree,Agree,Agree,6,5,2,3,4,1,2,6,4,3,5,1,Instructional videos showing how it's done and what it affects and where.,1983,Man,,White/Caucasian,Some college coursework completed,< $25K,1,93460,Democrat,other,I dont work im disabled. ,None,,,,1
12/26/21 20:13,12/26/21 20:21,100,467,TRUE,12/26/21 20:21,R_3F2jlBUxzAXJd3o,,,anonymous,EN,I have read the above consent statement and AGREE to participate in this study,Yes,Yes,,,,,,,Strongly supportive,Healthy,"Heard of it, but don't know details",8,6,2,7,3,1,4,5,Very Positive,Very Positive,Yes,1-5 days,Unsure,Unsure,,,Yes,4-Jan,No,No preference,Disagree,Agree,Neutral,Disagree,Strongly Agree,Neutral,Neutral,Neutral,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Disagree,Disagree,Disagree,Agree,Agree,Agree,5,4,1,3,6,2,1,2,5,3,4,6,,1988,Man,,Hispanic or Latinx,Master's degree,$50K - $75K,3,93015,Democrat,other,,None,,,,1
12/26/21 20:54,12/26/21 20:59,100,302,TRUE,12/26/21 20:59,R_1q8QPbjNJ5acAnw,,,anonymous,EN,I have read the above consent statement and AGREE to participate in this study,Yes,Yes,,,,,Neither opposed nor in support,Fish,,,"Heard of it, but don't know details",2,1,7,3,4,6,8,5,Neutral,Positive,Yes,1-5 days,No,No,,,Yes,8-Apr,Yes,No preference,Neutral,Agree,Disagree,Disagree,Agree,Disagree,Neutral,Neutral,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Strongly Agree,Disagree,Neutral,Neutral,Agree,Disagree,Agree,Agree,Agree,2,3,4,1,5,6,1,4,5,2,3,6,,1963,Woman,,White/Caucasian,Bachelor's degree,> $150K,1,93010,Democrat,service industry,,Customer,,,,1
12/26/21 21:07,12/26/21 21:23,100,965,TRUE,12/26/21 21:23,R_2YicurlheVuV8C4,,,anonymous,EN,I have read the above consent statement and AGREE to participate in this study,Yes,Yes,,,Somewhat supportive,Health,,,,,"Heard of it, but don't know details",8,3,5,7,1,4,6,2,Positive,Positive,No,,Unsure,Unsure,,,Yes,4-Jan,Yes,Farmed,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Neutral,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Neutral,Neutral,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,5,6,2,4,3,1,3,2,4,1,5,6,,1950,Man,,White/Caucasian,Bachelor's degree,$25K - $50K,1,93457,Indpendent,other,,None,,,,1
12/26/21 21:20,12/26/21 21:26,100,363,TRUE,12/26/21 21:26,R_r2Q6yizZUvFmrTP,,,preview,EN,I have read the above consent statement and AGREE to participate in this study,Yes,Yes,,,,,Somewhat supportive,Growth,,,Basic understanding,8,3,7,5,2,4,6,1,Positive,Positive,Yes,1-5 days,No,No,,,Yes,4-Jan,Yes,No preference,Don't know,Agree,Agree,Agree,Agree,Neutral,Agree,Strongly Agree,Agree,Agree,Neutral,Agree,Neutral,Agree,Agree,Neutral,Neutral,Neutral,Agree,Strongly Agree,Agree,Agree,Neutral,Agree,Neutral,Neutral,Agree,Agree,Strongly Agree,Agree,1,3,2,5,6,4,1,4,5,3,2,6,,1986,Man,,Hispanic or Latinx,Master's degree,$50K - $75K,1,93065,Democrat,service industry,,Employee,,,,1
12/26/21 21:20,12/26/21 21:27,100,419,TRUE,12/26/21 21:27,R_1M0bxDSh9HHOPfM,,,preview,EN,I have read the above consent statement and AGREE to participate in this study,Yes,Yes,Neither opposed nor in support,Cleaning ,,,,,,,"Heard of it, but don't know details",4,5,6,1,3,7,2,8,Neutral,Neutral,No,,Unsure,Unsure,,,Yes,4-Jan,Yes,Wild caught,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Disagree,Agree,Don't know,Don't know,Don't know,,Disagree,Disagree,Neutral,Don't know,Don't know,Don't know,Neutral,Neutral,,Don't know,Neutral,Don't know,Neutral,Strongly Disagree,Neutral,Neutral,5,6,3,2,4,1,2,3,5,1,4,6,,1967,Woman,,White/Caucasian,Some college coursework completed,$50K - $75K,1,91377,Indpendent,other,Fitness trainer ,None,,,,1
12/26/21 21:20,12/26/21 21:38,100,1047,TRUE,12/26/21 21:38,R_2S8nLIP2FXgNig1,,,preview,EN,I have read the above consent statement and AGREE to participate in this study,Yes,Yes,,,,,,,Neither opposed nor in support,Seaweed,Never heard of it,7,2,1,8,5,4,3,6,Positive,Neutral,Yes,1-5 days,No,No,,,Yes,4-Jan,No,Wild caught,Agree,Don't know,Don't know,Don't know,Don't know,Agree,Disagree,Agree,Don't know,Agree,Agree,Don't know,Don't know,Don't know,Agree,Don't know,Don't know,Don't know,Don't know,Disagree,Neutral,Neutral,Don't know,Agree,Don't know,Don't know,Agree,Strongly Agree,Don't know,Disagree,3,5,1,2,6,4,2,3,1,4,5,6,,1975,Woman,,"Asian American or Asian,Hispanic or Latinx,White/Caucasian",Associate degree,$25K - $50K,3,93063,Republican,other,Legal,None,,,,1
12/26/21 21:42,12/26/21 21:53,100,657,TRUE,12/26/21 21:53,R_27KiRPpvZH4rYMh,,,anonymous,EN,I have read the above consent statement and AGREE to participate in this study,Yes,Yes,Neither opposed nor in support,Snack,,,,,,,"Heard of it, but don't know details",,,,,,,,,Neutral,Neutral,No,,No,No,,,Yes,8-Apr,Yes,Wild caught,Neutral,Disagree,Neutral,Agree,Neutral,Disagree,Disagree,Disagree,Neutral,Agree,Agree,Neutral,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,6,2,1,3,5,4,1,4,5,2,3,6,,1992,Man,,White/Caucasian,Technical or occupational certificate,$100K - $125K,2,93105,Democrat,service industry,,Customer,,,,2
12/26/21 21:46,12/26/21 21:51,100,280,TRUE,12/26/21 21:51,R_2bWt0NMyFyhuVxs,,,anonymous,EN,I have read the above consent statement and AGREE to participate in this study,Yes,Yes,,,,,Neither opposed nor in support,waterfarming,,,"Heard of it, but don't know details",,,,,,,,,Neutral,Neutral,No,,No,No,,,Yes,4-Jan,No,No preference,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,1,2,3,4,5,6,,,,,,,,2003,Non-binary,,Hispanic or Latinx,High School or equivalent GED,$75K - $100K,6,93033,Democrat,government,,Customer,,,,2
12/26/21 21:58,12/26/21 22:01,100,190,TRUE,12/26/21 22:01,R_3hxpHSgIwuiizdw,,,preview,EN,I have read the above consent statement and AGREE to participate in this study,Yes,Yes,,,,,,,Neither opposed nor in support,Sealife,Never heard of it,6,2,1,3,4,5,8,7,Neutral,Neutral,No,,No,No,,,Yes,4-Jan,No,Wild caught,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly Agree,Neutral,Neutral,Neutral,Neutral,Strongly Agree,Neutral,Neutral,Neutral,6,1,2,3,4,5,4,1,2,3,5,6,,1968,Woman,,Asian American or Asian,Associate degree,$50K - $75K,3,93004,Democrat,other,Retail ,None,,,,0
12/26/21 22:12,12/26/21 22:15,100,208,TRUE,12/26/21 22:15,R_3NIZMqDG69CPmZq,,,preview,EN,I have read the above consent statement and AGREE to participate in this study,Yes,Yes,,,Neither opposed nor in support,Fish ,,,,,"Heard of it, but don't know details",1,2,5,8,3,4,7,6,Neutral,Positive,Yes,5-10 days,No,Unsure,,,Yes,4-Jan,No,Wild caught,Neutral,Agree,Strongly Agree,Neutral,Agree,Agree,Agree,Neutral,Disagree,Agree,Neutral,Neutral,Agree,Agree,Agree,Neutral,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Don't know,Don't know,Strongly Agree,Disagree,Agree,Agree,Agree,Agree,5,4,1,2,6,3,2,3,1,4,5,6,,1986,Man,,White/Caucasian,Bachelor's degree,$75K - $100K,1,91362,Indpendent,other,Sales,Employee,,,,0
12/26/21 23:01,12/26/21 23:12,100,693,TRUE,12/26/21 23:12,R_bEMwV6CaCjZ06L7,,,preview,EN,I have read the above consent statement and AGREE to participate in this study,Yes,Yes,,,Somewhat supportive,Growing,,,,,Basic understanding,2,3,1,7,6,4,5,8,Positive,Positive,Yes,5-10 days,Yes,No,Shellfish,,Yes,12-Aug,Yes,No preference,Don't know,Agree,Don't know,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Neutral,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,3,4,2,5,6,1,1,5,3,2,4,6,,1993,Woman,,White/Caucasian,Associate degree,$25K - $50K,4,93436,Indpendent,non-profit,,None,,,,1
12/26/21 23:03,12/26/21 23:10,100,425,TRUE,12/26/21 23:10,R_806Q2xV2fZWRCfv,,,preview,EN,I have read the above consent statement and AGREE to participate in this study,Yes,Yes,Somewhat opposed,Control,,,,,,,Basic understanding,8,6,7,1,4,3,2,5,Unsure/Not familiar,Unsure/Not familiar,Yes,1-5 days,Yes,No,"Fish,Seaweed",,No,,,,Agree,Disagree,Agree,Agree,Strongly Disagree,Neutral,Strongly Disagree,Disagree,Disagree,Agree,Strongly Disagree,Neutral,Strongly Disagree,Disagree,Neutral,Strongly Disagree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Don't know,Don't know,Disagree,Disagree,Strongly Agree,Strongly Agree,Don't know,Strongly Disagree,4,5,1,6,2,3,1,5,3,2,4,6,,2001,Woman,,Hispanic or Latinx,Some college coursework completed,$25K - $50K,2,93030,Democrat,non-profit,,None,,,,1
12/26/21 23:04,12/26/21 23:12,100,427,TRUE,12/26/21 23:12,R_22RGGmI74vkQMUz,,,preview,EN,I have read the above consent statement and AGREE to participate in this study,Yes,Yes,,,,,,,Somewhat supportive,Seaweed ,Basic understanding,8,3,2,4,5,6,1,7,Very Positive,Very Positive,Yes,5-10 days,No,No,,,Yes,4-Jan,Yes,Wild caught,Don't know,Strongly Agree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Strongly Agree,Don't know,Neutral,Agree,Disagree,Disagree,Strongly Disagree,Don't know,Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,5,6,2,4,3,1,5,3,4,2,1,6,,1994,Woman,,"Hispanic or Latinx,White/Caucasian",High School or equivalent GED,$50K - $75K,3,93458,Indpendent,service industry,,None,,,,1
